Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
-9. -9.    2162.4 -9.  509.94    uvw2  21.0   100.        -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.   40539.2 -9.  6180.78   uvw2  22.7   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  160310.5 -9.  2306.75   uvw2  22.1   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  263711.5 -9.  2212.79   uvw2  22.1   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  340475.7 -9.  1778.93   uvw2  21.9   100.        -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.    2059.4 -9.  471.09    uvm2  20.6   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.   77428.5 -9.  3319.91   uvm2  22.0   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  160505.7 -9.  2306.9    uvm2  21.8   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  263959.1 -9.  2212.9    uvm2  21.7   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  340712.4 -9.  1775.78   uvm2  21.6   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.    2130.8 -9.  490.49    uvw1  20.9   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.   82459.0 -9.  1030.99   uvw1  21.4   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  160604.2 -9.  2306.88   uvw1  21.9   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  264083.9 -9.  2192.57   uvw1  21.9   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  340831.4 -9.  1777.08   uvw1  21.7   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.    2201.4 -9.  490.45    u     21.0   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  129097.1 -9.  40.13     u     19.3   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  160701.7 -9.  2169.1    u     21.9   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  264207.7 -9.  2210.83   u     21.9   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.  340949.6 -9.  1773.99   u     21.8   100.	  -9. -9. -9.    UVOT thoene10 1 NNN 0. 0. 0 nnn
-9. -9.    1055.9 -9.  58.12     b     18.270 0.160   -9. -9. -9.    UVOT thoene10 0 NNN 0. 0. 0 nnn
-9. -9.    3387.8 -9.  216.07    b     18.710 0.110   -9. -9. -9.    UVOT thoene10 0 NNN 0. 0. 0 nnn
-9. -9.   8116.4 -9. 180. BJ 19.518 0.207  -9. -9. -9.  MAO  thoene10 0 SDSS 0. 0. 0 nnn
-9. -9.   8551.9 -9. 180. BJ 19.557 0.135  -9. -9. -9.  MAO  thoene10 0 SDSS 0. 0. 0 nnn
-9. -9.   9180.0 -9. 180. BJ 19.432 0.136  -9. -9. -9.  MAO  thoene10 0 SDSS 0. 0. 0 nnn
-9. -9.   9439.2 -9. 180. BJ 19.505 0.107  -9. -9. -9.  MAO  thoene10 0 SDSS 0. 0. 0 nnn
-9. -9.   9867.7 -9. 900. BJ 19.546 0.179  -9. -9. -9.  MAO  thoene10 0 SDSS 0. 0. 0 nnn
-9. -9.  20081.1 -9. 100. BJ 20.133 0.069  -9. -9. -9.  RTT150    thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.  20574.4 -9. 100. BJ 20.321 0.083  -9. -9. -9.  RTT150    thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.  21189.6 -9. 100. BJ 20.316 0.081  -9. -9. -9.  RTT150    thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.  23072.3 -9. 300. BJ 20.395 0.064  -9. -9. -9.  RTT150    thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.  24954.9 -9. 300. BJ 20.636 0.074  -9. -9. -9.  RTT150    thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.  26877.3 -9. 300. BJ 20.649 0.073  -9. -9. -9.  RTT150    thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.  28832.5 -9. 300. BJ 20.839 0.085  -9. -9. -9.  RTT150    thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.  95508.3 -9. 900. BJ 22.072 0.097  -9. -9. -9.  RTT150    thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9. 100674.1 -9. 900. BJ 22.013 0.079  -9. -9. -9.  MAO       thoene10 0 SDSS 0. 0. 0 nnn
-9. -9. 112561.1 -9. 900. BJ 22.246 0.154  -9. -9. -9.  RTT150    thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.     129137.8 -9. 	30.99       b     19.5   100.       -9.   -9.   -9.   UVOT       thoene10 1 NNN 0. 0. 0 nnn  
-9. -9.     160789.7 -9. 	1909.33     b     22.1   100.       -9.   -9.   -9.   UVOT       thoene10 1 NNN 0. 0. 0 nnn
-9. -9.     185436.9 -9. 	2880.       BJ    23.290 0.072      -9.   -9.   -9.   MAO        thoene10 0 NNN 0. 0. 0 nnn
-9. -9.     203129.9 -9. 	900.        BJ    23.104 0.082      -9.   -9.   -9.   NOT        thoene10 0 NNN 0. 0. 0 nnn
-9. -9.     264315.9 -9. 	1810.67     b     22.1   100.       -9.   -9.   -9.   UVOT       thoene10 1 NNN 0. 0. 0 nnn
-9. -9.     270548.6 -9. 	2700.       BJ    24.198 0.115      -9.   -9.   -9.   MAO        thoene10 0 NNN 0. 0. 0 nnn
-9. -9.     341058.5 -9. 	1536.37     b     22.0   100.       -9.   -9.   -9.   UVOT       thoene10 1 NNN 0. 0. 0 nnn
-9. -9.     322651.3 -9. 	660.        gg    23.952 0.022      -9.   -9.   -9.   Keck       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.     420866.5 -9. 	660.        gg    24.480 0.120      -9.   -9.   -9.   Keck       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        186.3 -9. 	10.         v     16.610 0.280      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        196.3 -9. 	10.         v     16.540 0.190      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        206.3 -9. 	10.         v     16.480 0.180      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        216.3 -9. 	10.         v     16.660 0.200      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        226.3 -9. 	10.         v     16.830 0.210      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        236.3 -9. 	10.         v     17.000 0.230      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        246.3 -9. 	10.         v     16.710 0.200      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        256.3 -9. 	10.         v     15.940 0.140      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        266.3 -9. 	10.         v     16.350 0.170      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        276.3 -9. 	10.         v     16.610 0.190      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        286.3 -9. 	10.         v     16.940 0.220      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        296.3 -9. 	10.         v     16.670 0.200      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        306.3 -9. 	10.         v     17.200 0.260      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        316.3 -9. 	10.         v     17.140 0.250      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        326.3 -9. 	10.         v     17.570 0.300      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        336.3 -9. 	10.         v     18.000 0.380      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        346.3 -9. 	10.         v     17.340 0.270      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        356.3 -9. 	10.         v     17.010 0.230      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        366.3 -9. 	10.         v     17.270 0.260      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        376.3 -9. 	10.         v     16.920 0.220      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        386.3 -9. 	10.         v     17.520 0.300      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        396.3 -9. 	10.         v     17.580 0.310      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        425.6 -9. 	50.         v     17.780 0.150      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        470.9 -9. 	40.         v     17.720 0.160      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        510.9 -9. 	40.         v     17.710 0.160      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        555.7 -9. 	50.         v     17.900 0.160      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        715.7 -9. 	41.68       v     17.770 0.160      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        915.6 -9. 	70.         v     18.160 0.150      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.        976.0 -9. 	50.         v     17.900 0.160      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.       1026.0 -9. 	50.         v     17.930 0.160      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.       1085.7 -9. 	70.         v     18.240 0.160      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.       1179.8 -9. 	120.        v     18.820 0.160      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.       1461.7 -9. 	66.88       v     18.250 0.160      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.       3079.8 -9. 	210.99      v     18.370 0.120      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.       9096.2 -9. 	311.39      v     18.820 0.140      -9.   -9.   -9.   UVOT       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.      16661.4 -9. 	60.         VJ    19.235 0.087      -9.   -9.   -9.   TNG        thoene10 0 NNN 0. 0. 0 nnn
-9. -9.      16798.8 -9. 	60.         VJ    19.338 0.065      -9.   -9.   -9.   TNG        thoene10 0 NNN 0. 0. 0 nnn
-9. -9.      19189.4 -9. 	120.        VJ    19.274 0.167      -9.   -9.   -9.   MIRO       thoene10 0 NNN 0. 0. 0 nnn
-9. -9.      19929.9 -9. 	100.        VJ    19.302 0.046      -9.   -9.   -9.   RTT150     thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.      20375.7 -9. 	100.        VJ    19.527 0.047      -9.   -9.   -9.   RTT150     thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.      20955.5 -9. 	100.        VJ    19.364 0.045      -9.   -9.   -9.   RTT150     thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.      21442.8 -9. 	1200.       VJ    19.403 0.081      -9.   -9.   -9.   Loiano      thoene10 0 NNN 0. 0. 0 nnn 
-9. -9.      22734.4 -9. 	300.        VJ    19.584 0.040      -9.   -9.   -9.   RTT150     thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.      24612.8 -9. 	300.        VJ    19.669 0.040      -9.   -9.   -9.   RTT150     thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.      24891.0 -9. 	1200.       VJ    19.655 0.078      -9.   -9.   -9.   Loiano      thoene10 0 NNN 0. 0. 0 nnn 
-9. -9.      26496.3 -9. 	300.        VJ    19.821 0.040      -9.   -9.   -9.   RTT150     thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.      28461.9 -9. 	300.        VJ    19.861 0.048      -9.   -9.   -9.   RTT150     thoene10 0 USNOB1 0. 0. 0 nnn
-9. -9.      28516.3 -9. 	1200.       VJ    19.870 0.083      -9.   -9.   -9.   Loiano      thoene10 0 NNN 0. 0. 0 nnn
-9. -9.      36210.2 -9. 	600.        VJ    20.155 0.073      -9.   -9.   -9.   D1.5       thoene10 0  NNN 0. 0. 0 nnn
-9. -9.      37590.0 -9. 	600.        VJ    20.200 0.057      -9.   -9.   -9.   D1.5       thoene10 0  NNN 0. 0. 0 nnn
-9. -9.      95857.3 -9. 	900.        VJ    21.027 0.055      -9.   -9.   -9.   RTT150     thoene10 0  USNOB1 0. 0. 0 nnn
-9. -9.     113432.8 -9. 	900.        VJ    21.105 0.060      -9.   -9.   -9.   RTT150     thoene10 0  USNOB1 0. 0. 0 nnn
-9. -9.     121769.6 -9. 	600.        VJ    21.267 0.037      -9.   -9.   -9.   D1.5       thoene10 0  NNN 0. 0. 0 nnn
-9. -9.     122415.8 -9. 	600.        VJ    21.273 0.040      -9.   -9.   -9.   D1.5       thoene10 0  NNN 0. 0. 0 nnn
-9. -9.     123088.9 -9. 	600.        VJ    21.276 0.038      -9.   -9.   -9.   D1.5       thoene10 0  NNN 0. 0. 0 nnn
-9. -9.     123314.4 -9. 	11382.11    v     21.340 0.170      -9.   -9.   -9.   UVOT       thoene10 0  NNN 0. 0. 0 nnn
-9. -9.     201002.7 -9. 	900.        VJ    22.203 0.123      -9.   -9.   -9.   RTT150     thoene10 0  USNOB1 0. 0. 0 nnn
-9. -9.     204388.7 -9. 	600.        VJ    22.279 0.062      -9.   -9.   -9.   D1.5       thoene10 0  NNN 0. 0. 0 nnn
