Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
15733.44 -9. -9. -9. 300. RC 17.28 0.03 -9. -9. -9. Terskol GCN11166 0 USNOB1 0. 0. 0 nnn
23690.88 -9. -9. -9. 300. RC 17.05 0.02 -9. -9. -9. Terskol GCN11168 0 USNOB1 0. 0. 0 nnn
126135.4 -9. -9. -9. 1200. RC  19.22 0.05 -9. -9. -9. Terskol  GCN11191 0 SDSS 0. 0. 0 nnn
 32002.6 -9. -9. 1.d-3 -9. BJ  18.11 0.02 -9. -9. -9. Z-2000   GCN11200 0 SDSS 0. 0. 0 nnn
 38793.6 -9. -9. 1.d-3 -9. BJ  18.45 0.02 -9. -9. -9. Z-2000   GCN11200 0 SDSS 0. 0. 0 nnn
 39562.6 -9. -9. 1.d-3 -9. VJ  18.06 0.02 -9. -9. -9. Z-2000   GCN11200 0 SDSS 0. 0. 0 nnn
 40037.8 -9. -9. 1.d-3 -9. rGu 17.85 0.02 -9. -9. -9. Z-2000   GCN11200 0 SDSS 0. 0. 0 nnn
 40729.0 -9. -9. 1.d-3 -9. gGu 18.37 0.02 -9. -9. -9. Z-2000   GCN11200 0 SDSS 0. 0. 0 nnn
207990.72 -9. -9. -9. 1800. RC 20.13 0.12 -9. -9. -9. Terskol  GCN11201 0 SDSS 0. 0. 0 nnn
209796.48 -9. -9. -9. 1800. RC 20.28 0.16 -9. -9. -9. Terskol  GCB11201 0 SDSS 0. 0. 0 nnn
-9. -9.    1033.00   -9.   1560.0   gg   18.6  0.5 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.    2888.00   -9.   1560.0   gg   18.1  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.    4730.00   -9.   1560.0   gg   18.7  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.    6562.00   -9.   1440.0   gg   18.7  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.    8368.00   -9.   1500.0   gg   18.9  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.   10187.00   -9.   1560.0   gg   19.1  0.2 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.   12020.00   -9.   1560.0   gg   18.8  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.   13836.00   -9.   1500.0   gg   18.7  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.   15645.00   -9.   1560.0   gg   18.2  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.   17473.00   -9.   1500.0   gg   18.0  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.   19322.00   -9.   1500.0   gg   18.2  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn       
-9. -9.    1033.00   -9.   1560.0   RC   17.4  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.    2888.00   -9.   1560.0   RC   17.9  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.    4730.00   -9.   1560.0   RC   18.5  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.    6562.00   -9.   1440.0   RC   18.4  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.    8368.00   -9.   1500.0   RC   18.5  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.   10187.00   -9.   1560.0   RC   18.7  0.2 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.   12020.00   -9.   1560.0   RC   18.4  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.   13836.00   -9.   1500.0   RC   18.0  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.   15645.00   -9.   1560.0   RC   17.6  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.   17473.00   -9.   1500.0   RC   17.7  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.   19322.00   -9.   1500.0   RC   17.6  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.    1033.00   -9.   1560.0   IC   16.8  0.2 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.    2888.00   -9.   1560.0   IC   17.4  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.    4730.00   -9.   1560.0   IC   17.6  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.    6562.00   -9.   1440.0   IC   18.0  0.2 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.    8368.00   -9.   1500.0   IC   18.0  0.2 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.   10187.00   -9.   1560.0   IC   17.9  0.2 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
-9. -9.   12020.00   -9.   1560.0   IC   17.8  0.1 -9. -9. -9. MITSuME GCN11172 0 SDSS 0. 0. 0 nnn
