T_start(s)	T_end(s)	Midtime(s)	Exp_time(s)	Mag	MagErr	Filter	Telescope	Source
-9.	-9.	5990.	693.	18.36	0.13	u	UVOT	cenko06
-9.	-9.	22400.	900.	19.35	0.14	u	UVOT	cenko06
-9.	-9.	34000.	900.	19.64	0.14	u	UVOT	cenko06
-9.	-9.	45600.	900.	19.9	0.15	u	UVOT	cenko06
-9.	-9.	59100.	392.	19.94	0.18	u	UVOT	cenko06
-9.	-9.	10900.	900.	18.98	0.16	b	UVOT	cenko06
-9.	-9.	23400.	900.	19.43	0.15	b	UVOT	cenko06
-9.	-9.	34900.	897.	19.93	0.16	b	UVOT	cenko06
-9.	-9.	46500.	900.	20.06	0.16	b	UVOT	cenko06
-9.	-9.	1620.	120.	16.44	0.04	gg	P60	cenko06
-9.	-9.	2260.	120.	16.82	0.04	gg	P60	cenko06
-9.	-9.	2910.	120.	17.09	0.05	gg	P60	cenko06
-9.	-9.	5390.	360.	17.76	0.05	gg	P60	cenko06
-9.	-9.	6890.	360.	18.04	0.06	gg	P60	cenko06
-9.	-9.	8400.	360.	18.28	0.06	gg	P60	cenko06
-9.	-9.	10700.	720.	18.46	0.06	gg	P60	cenko06
-9.	-9.	14900.	720.	18.53	0.06	gg	P60	cenko06
-9.	-9.	18300.	720.	18.76	0.09	gg	P60	cenko06
-9.	-9.	125.	89.	18.33	0.2	v	UVOT	cenko06
-9.	-9.	4680.	99.8	17.35	0.13	v	UVOT	cenko06
-9.	-9.	12600.	337.	18.31	0.12	v	UVOT	cenko06
-9.	-9.	16700.	900.	18.54	0.09	v	UVOT	cenko06
-9.	-9.	28200.	900.	19.01	0.11	v	UVOT	cenko06
-9.	-9.	39800.	900.	19.5	0.12	v	UVOT	cenko06
-9.	-9.	52100.	900.	19.29	0.11	v	UVOT	cenko06
-9.	-9.	121000.	900.	20.39	0.19	v	UVOT	cenko06
-9.	-9.	132000.	900.	20.55	0.22	v	UVOT	cenko06
-9.	-9.	236.	60.	15.51	0.04	RC	P60	cenko06
-9.	-9.	518.	60.	14.77	0.02	RC	P60	cenko06
-9.	-9.	812.	60.	15.18	0.03	RC	P60	cenko06
-9.	-9.	1150.	120.	15.54	0.02	RC	P60	cenko06
-9.	-9.	1780.	120.	16.17	0.03	RC	P60	cenko06
-9.	-9.	2430.	120.	16.51	0.02	RC	P60	cenko06
-9.	-9.	3440.	360.	16.89	0.02	RC	P60	cenko06
-9.	-9.	5880.	360.	17.44	0.04	RC	P60	cenko06
