Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
-9. -9.   89.0 -9.    23.4  J     13.766 0.107 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023     
-9. -9.   89.0 -9.    23.4  H     12.050 0.109 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023           
-9. -9.   89.0 -9.    23.4  KS    10.750 0.139 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023           
-9. -9.  125.5 -9.    23.4  J     14.195 0.110 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023           
-9. -9.  125.5 -9.    23.4  H     12.569 0.112 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023           
-9. -9.  125.5 -9.    23.4  KS    11.432 0.141 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023           
-9. -9.  161.0 -9.    23.4  J     14.739 0.112 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023           
-9. -9.  161.0 -9.    23.4  H     13.013 0.111 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023           
-9. -9.  161.0 -9.    23.4  KS    11.419 0.143 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  197.0 -9.    23.4  J     14.976 0.115 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  197.0 -9.    23.4  H     13.567 0.113 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  197.0 -9.    23.4  KS    12.117 0.145 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  233.5 -9.    23.4  J     15.311 0.123 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  233.5 -9.    23.4  H     13.928 0.114 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  233.5 -9.    23.4  KS    12.297 0.134 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  269.5 -9.    23.4  J     15.444 0.126 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  269.5 -9.    23.4  H     13.915 0.117 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  269.5 -9.    23.4  KS    12.240 0.147 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023      
-9. -9.  305.5 -9.    23.4  J     15.626 0.134 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023     
-9. -9.  305.5 -9.    23.4  H     14.006 0.118 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023     
-9. -9.  305.5 -9.    23.4  KS    12.577 0.140 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023     
-9. -9.  360.0 -9.    46.8  J     16.032 0.113 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023     
-9. -9.  360.0 -9.    46.8  H     14.356 0.089 -9. -9. -9.  PAIRITEL perley11 0 2MASS 0. 0. 0 E(B-V)=0.023     
