Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
-9. -9.  183.40   -9. 153.31   v 16.96  0.08 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn 
-9. -9.  632.99   -9. 725.22   v 16.79  0.04 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  11477.47 -9. 139.43   b 18.60  0.12 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  17915.40 -9. 884.89   b 19.05  0.06 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  23674.52 -9. 884.87   b 19.51  0.08 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  29314.24 -9. 884.85   b 19.53  0.09 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  35202.82 -9. 1573.78  v 19.30  0.09 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  41022.66 -9. 1575.25  v 19.44  0.10 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  46782.58 -9. 1575.15  v 19.52  0.10 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  58332.60 -9. 4725.17  v 19.62  0.07 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  75672.93 -9. 4752.29  v 19.86  0.08 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
-9. -9.  99028.58 -9. 7947.60  v 20.15  0.08 -9. -9. -9. UVOT romano06 0 Vega 0. 0. 0 nnn  
   84689.3 -9. -9. -9.  1200. BJ 	20.58  0.048 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   88940.2 -9. -9. -9.  1200. BJ	20.69  0.042 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   91998.7 -9. -9. -9.  1200. BJ	20.67  0.051 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   94979.5 -9. -9. -9.  1200. BJ	20.78  0.043 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
  172031.0 -9. -9. -9.  1800. BJ	21.30  0.075 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
  177664.3 -9. -9. -9.  1800. BJ	21.54  0.070 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   83661.1 -9. -9. -9.  600.  VJ	20.14  0.037 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   84162.2 -9. -9. -9.  600.  VJ	20.15  0.029 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
   84577.0 -9. -9. -9.  600.  VJ	20.13  0.032 -9. -9. -9.  HCT  misra07 0 NNN 0. 0. 0 nnn
   86590.1 -9. -9. -9.  600.  VJ	20.19  0.045 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   87609.6 -9. -9. -9.  1200. VJ	20.20  0.036 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   90979.2 -9. -9. -9.  600.  VJ	20.25  0.057 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
   93960.0 -9. -9. -9.  600.  VJ	20.28  0.053 -9. -9. -9.  SNT  misra07 0 NNN 0. 0. 0 nnn
