644	16.86	0.19	v_swift	GCN9234
570	17.27	0.13	b_swift	GCN9234
1120	17.44	0.2	u_swift	GCN9234
695	16.81	0.19	uvw1_swift	GCN9234
670	17.39	0.34	uvm2_swift	GCN9234
793	17.51	0.27	uvw2_swift	GCN9234
21700	19.55	0.37	CR	GCN9246
23100	19.95	0.38	CR	GCN9246
26400	20.15	0.34	CR	GCN9246
53900	19.9	0.14	Rc	GCN9275
135000	21	0.17	Rc	GCN9275
222000	21.7	0.3	Rc	GCN9275
38900	19.42	0.04	Ic	GCN9313
43500	19.45	0.04	Ic	GCN9313
49700	19.61	0.04	Ic	GCN9313
54300	19.7	0.04	Ic	GCN9313
133000	20.45	0.05	Ic	GCN9313
215000	20.92	0.05	Ic	GCN9313
304000	20.99	0.05	Ic	GCN9313
395000	21.24	0.08	Ic	GCN9313
481000	21.31	0.1	Ic	GCN9313
38900	18.31	0.06	J	GCN9313
43500	18.11	0.04	J	GCN9313
49700	18.22	0.05	J	GCN9313
54300	18.23	0.05	J	GCN9313
133000	19.18	0.08	J	GCN9313
215000	19.61	0.11	J	GCN9313
304000	19.53	0.09	J	GCN9313
395000	19.7	100	J	GCN9313
481000	19.7	100	J	GCN9313
38900	20.61	0.04	VJ	GCN9313
38900	16.38	0.05	Ks	GCN9313
25300	21.13	0.08	BJ	kann10
22800	20.03	0.03	VJ	kann10
19900	19.22	0.06	Rc	kann10
20300	19.46	0.04	Rc	kann10
20800	19.37	0.04	Rc	kann10
21100	19.29	0.1	Rc	kann10
21200	19.4	0.04	Rc	kann10
21700	19.42	0.05	Rc	kann10
22200	19.5	0.04	Rc	kann10
22600	19.55	0.05	Rc	kann10
23100	19.56	0.04	Rc	kann10
23500	19.43	0.03	Rc	kann10
24000	19.56	0.04	Rc	kann10
362000	21.62	0.03	Rc	kann10
978000	21.48	0.08	Rc	kann10
1.07E+06	21.84	0.24	Rc	kann10
1.59E+06	21.88	0.08	Rc	kann10
1.84E+06	21.89	0.05	Rc	kann10
2.10E+06	22.25	0.15	Rc	kann10
3.40E+06	22.06	0.24	Rc	kann10
21700	18.96	0.16	Ic	kann10
1.07E+06	21.44	0.09	Ic	kann10
45230	20.98	0.02	g'	GCN9245
45230	20.42	0.04	r'	GCN9245
45230	20.01	0.04	i'	GCN9245
45230	19.64	0.02	z'	GCN9245
45240	18.62	0.03	H	GCN9245
45240	18.29	0.04	K	GCN9245
2495	17.51	0.02	Rc	GCN9305
2685	18.5	0.03	BJ	GCN9305
2965	18.57	0.02	VJ	GCN9305
3120	17.68	0.02	Ic	GCN9305
11737.5	18.89	0.04	Rc	GCN9305
85200	20.59	0.07	Rc	GCN9305
