Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes 
 1.8560e+02 -9. -9. -9.    60.0   RC 11.13 100.  -9. -9. -9. P60 cenko09 1 SDSS 0. 0. 0 nnn   
 2.7190e+02 -9. -9. -9.    60.0   ii 11.55 0.03  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 3.5810e+02 -9. -9. -9.    60.0   zz 11.51 0.10  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 4.4420e+02 -9. -9. -9.    60.0   RC 12.15 100.  -9. -9. -9. P60 cenko09 1 SDSS 0. 0. 0 nnn    
 5.3030e+02 -9. -9. -9.    60.0   ii 12.59 0.04  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 6.1660e+02 -9. -9. -9.    60.0   zz 12.65 0.26  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 7.0280e+02 -9. -9. -9.    60.0   RC 13.01 0.07  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 nnn   
 7.8870e+02 -9. -9. -9.    60.0   ii 13.33 0.04  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 8.7460e+02 -9. -9. -9.    60.0   zz 13.40 0.05  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 9.9040e+02 -9. -9. -9.   120.0   RC 13.70 0.04  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 nnn   
 1.1361e+03 -9. -9. -9.   120.0   ii 14.04 0.13  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 1.2870e+03 -9. -9. -9.   120.0   zz 14.22 0.07  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 1.4327e+03 -9. -9. -9.   120.0   g  14.91 0.09  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 1.5787e+03 -9. -9. -9.   120.0   RC 14.68 0.09  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 nnn   
 1.7245e+03 -9. -9. -9.   120.0   ii 14.99 0.03  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 1.8703e+03 -9. -9. -9.   120.0   zz 15.01 0.06  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 2.0161e+03 -9. -9. -9.   120.0   g  15.50 0.10  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 2.1618e+03 -9. -9. -9.   120.0   RC 15.29 0.06  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 nnn   
 2.3076e+03 -9. -9. -9.   120.0   ii 15.51 0.04  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
 2.4533e+03 -9. -9. -9.   120.0   zz 15.47 0.05  -9. -9. -9. P60 cenko09 0 SDSS 0. 0. 0 AB   
